611,1,10,اوباري,7,اوباري ومرزق,24,اوباري,علي جبريل محمد جبريل,ذكر,العام,2,24,أوباري,0
612,1,10,اوباري,7,اوباري ومرزق,24,اوباري,مفتاح ابوالقاسم عبدالسلام ابو القاسم,ذكر,العام,2,24,أوباري,0
613,1,10,اوباري,7,اوباري ومرزق,26,وادي عتبة,عبدالوهاب محمد علي ابراهيم عبدالوهاب,ذكر,العام,2,26,وادي عتبة,0
615,1,10,اوباري,7,اوباري ومرزق,25,غات,نوري رمضان محمد ابو,ذكر,العام,2,25,غات,0
621,1,15,بنغازي,3,بنغازي,8,بنغازي,محمد مفتاح محمد الساحلي,ذكر,العام,3,8,بنغازي  ,0
622,1,15,بنغازي,3,بنغازي,8,بنغازي,سليمان محمود سليمان البرعصي,ذكر,العام,3,8,بنغازي  ,0
623,1,15,بنغازي,3,بنغازي,8,بنغازي,احمد سالم علي السائح,ذكر,العام,3,8,بنغازي  ,0
624,1,15,بنغازي,3,بنغازي,8,بنغازي,فوزي عبدالحميد احمد الهدار,ذكر,العام,3,8,بنغازي  ,0
625,1,15,بنغازي,3,بنغازي,8,بنغازي,صلاح مصطفى محمود بادي,ذكر,العام,3,8,بنغازي  ,0
626,1,15,بنغازي,3,بنغازي,10,الابيار,عصام محمد ارجيعة مفتاح,ذكر,العام,3,10,الأبيار,0
