14067,النصر,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,الحميدية,تاجوراء,عام,13.391595,32.851359,
14066,أم البنين,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,الحميدية,تاجوراء,عام,13.376566,32.882506,
13097,مدرسة معركة ويف,الغربية,3,الخمس,العاشرة,10,50,ترهونة,أولاد علي,ترهونة,عام,13.37186111,32.24311111,
14069,الكرامة,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,الحميدية,تاجوراء,عام,13.367441,32.885764,
22019,مدرسة لاركو الابتدائية,الجنوبية,10,اوباري,السابعة,7,24,اوباري,لاركو,لاركو,عام,13.363711,26.541942,
14070,شهداء الانتفاضة,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,المشاي,تاجوراء,عام,13.361396,32.887511,
14090,القلعة,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,الوادي الشرقي,تاجوراء,عام,13.360446,32.869544,
14071,تاجوراء الشعبية,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,المشاي,تاجوراء,عام,13.357501,32.881651,
14092,الصابرين,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,بئر الأسطي ميلاد,تاجوراء,عام,13.352309,32.829448,
14073,الشعلة,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,المشاي,تاجوراء,عام,13.350685,32.886526,
14074,17فبراير,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,المشاي,تاجوراء,عام,13.349975,32.888035,
14072,تاجوراء المركزية,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,المشاي,تاجوراء,عام,13.348539,32.877039,
14075,وجدة,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,الحرية,تاجوراء,عام,13.348081,32.887992,
14077,الحطاب,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,الحرية,تاجوراء,عام,13.345761,32.882336,
14076,منارة ابو راوي,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,الحرية,تاجوراء,عام,13.340269,32.882147,
14078,الصامت,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,البرهانية,تاجوراء,عام,13.337932,32.876082,
14226,بيت المقدس الثانوية,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.127143,32.856975,
17004,الطاهر الزروق,الغربية,7,الجبل 1,الثامنة,8,32,غريان,تغسات,غريان,عام,13.014722,32.1675,
17013,الكفاح للتعليم الأساسي,الغربية,7,الجبل 1,الثامنة,8,32,غريان,أوسادن,غريان,عام,13.014722,32.093333,
22010,عمر بن الخطاب,الجنوبية,10,اوباري,السابعة,7,24,اوباري,الغريفة,الغريفة,عام,13.012824,26.518668,
17008,العهد الجديد / سيدي موسى,الغربية,7,الجبل 1,الثامنة,8,32,غريان,بني يحي,غريان,عام,13.012475,32.139623,
22009,النهضة,الجنوبية,10,اوباري,السابعة,7,24,اوباري,الغريفة,الغريفة,عام,13.012211,26.528417,
17012,ثانوية أبوالعيد زايد,الغربية,7,الجبل 1,الثامنة,8,32,غريان,أوسادن,غريان,عام,13.011299,32.083918,
35038,نسيبه بنت كعب,الشرقية,16,اجدابيا,الرابعة,4,16,جالو - جخرة,اجخرة,اجخرة,عام,21.658715,29.307005,
35037,عطية الكاسح,الشرقية,16,اجدابيا,الرابعة,4,16,جالو - جخرة,اجخرة,اجخرة,عام,21.65657,29.302353,
35043,السيدة حفصه,الشرقية,16,اجدابيا,الرابعة,4,16,جالو - جخرة,العرق - جالو,جالو,عام,21.55094,29.036379,
35042,صلاح الدين,الشرقية,16,اجدابيا,الرابعة,4,16,جالو - جخرة,العرق - جالو,جالو,عام,21.549595,29.032972,
35044,عمر المختار,الشرقية,16,اجدابيا,الرابعة,4,16,جالو - جخرة,العرق - جالو,جالو,عام,21.529714,29.04544,
35041,علي بن أبي طالب,الشرقية,16,اجدابيا,الرابعة,4,16,جالو - جخرة,الشرف - جالو,جالو,عام,21.484728,29.064318,
35039,عثمان بن عفان,الشرقية,16,اجدابيا,الرابعة,4,15,أوجلة,السوانى - اوجلة,اوجلة,عام,21.298337,29.163248,
35040,خالد بن الوليد,الشرقية,16,اجدابيا,الرابعة,4,15,أوجلة,السوانى - اوجلة,اوجلة,عام,21.292042,29.132645,
36001,أسامة بن زيد,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,الجوف,الكفرة,عام,23.299522,24.201314,
36007,طارق بن زياد,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,الجوف,الكفرة,عام,23.293667,24.181072,
36003,علي بن أبي طالب,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,الجوف,الكفرة,عام,23.293172,24.172886,
36004,المنارة,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,الجوف,الكفرة,عام,23.291417,24.191825,
36002,5مايو,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,الجوف,الكفرة,عام,23.287372,24.205408,
36005,شهداء 17 فبراير,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,الجوف,الكفرة,عام,23.2835,24.197086,
36006,شهداء الأجهر,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,الجوف,الكفرة,عام,23.251539,24.181072,
36013,عمر بن الخطاب,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,بزيمة,الكفرة,عام,23.240144,24.181072,
36010,زيد بن حارثة,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,الهويويرى,الكفرة,عام,23.235233,24.181072,
36009,حسان بن ثابت,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,الهوارى,الكفرة,عام,23.162269,24.181072,
36011,المنارة ب,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,قدرفي,الكفرة,عام,23.155385,24.181072,
36008,اليرموك,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,الطلاب,الكفرة,عام,23.127378,24.181072,
36012,حطين,الشرقية,17,الكفرة,الرابعة,4,18,الكفرة,ربيانة,الكفرة,عام,21.969753,24.181072,
36014,النصر,الشرقية,17,الكفرة,الرابعة,4,17,تازربوا,تازربو,تازربو,عام,21.10653,24.181072,
36015,الأحرار,الشرقية,17,الكفرة,الرابعة,4,17,تازربوا,تازربو,تازربو,عام,21.068534,24.181072,
13098,شهداء سيدي الصيد,الغربية,3,الخمس,العاشرة,10,50,ترهونة,الشمالية,ترهونة,عام,13.312136,32.261169,
15081,وادي الربيع للتعليم المتوسط,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,وادي الربيع,سيدي السائح,عام,13.310851,32.701619,
14083,الخالدون,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,أبي الأشهر,تاجوراء,عام,13.307726,32.880342,
18060,طبقة الثانوية التخصيصة,الغربية,8,الجبل 2,الثامنة,8,41,مزدة,طبقة,مزدة,عام,13.305189,30.430665,
14106,نسور عين زارة,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.303799,32.841634,
14058,طلائع الفتح,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الفتح,سوق الجمعة,عام,13.302434,32.878421,
14082,عقبة بن نافع,الغربية,4,طرابلس,الحادية عشر,11,56,تاجوراء,أبي الأشهر,تاجوراء,عام,13.302282,32.898482,
15083,المعرفة,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,بئر الطوبة,سيدي السائح,عام,13.301097,32.574598,
14108,الفردوس,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.295226,32.825768,
14105,الناصر صلاح الدين,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.293521,32.854535,
14059,الإنطلاق,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الفتح,سوق الجمعة,عام,13.291984,32.880386,
14057,العرب,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الفتح,سوق الجمعة,عام,13.291168,32.870097,
14024,عبد الله بن مسعود,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,عرادة,سوق الجمعة,عام,13.286981,32.880729,
15082,بئر دياب الثانوية,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,بئر دياب,سيدي السائح,عام,13.286408,32.64941,
14095,شهداء ليبيا,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.285511,32.784681,
15092,مدرسة إبن حسن,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,سيدي جابر,سوق الخميس,عام,13.283723,32.444114,
14032,حطين,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,النصر,سوق الجمعة,عام,13.283262,32.886745,
14096,خالد بن الوليد,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.282539,32.802104,
14026,ليبيا الجديدة,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,عرادة,سوق الجمعة,عام,13.281019,32.878042,
14022,الصديق كشون,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الحارت,سوق الجمعة,عام,13.280306,32.871254,
15084,المدينة الجديدة,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,السوق,سيدي السائح,عام,13.27933,32.574156,
21061,مدرسة الحطية,الجنوبية,9,سبها,السادسة,6,23,الشاطئ,الحطية / ونزريك,الشاطئ,عام,13.27512,27.50092,
14025,ثورة الحق,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الفتح,سوق الجمعة,عام,13.274237,32.875465,
17030,العروبة الثانوية,الغربية,7,الجبل 1,الثامنة,8,32,غريان,البيضاء العربان,غريان,عام,13.274097,32.036319,
14033,الأنصار,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,النصر,سوق الجمعة,عام,13.272912,32.886911,
14052,محمد البلوق,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,سيدي ابو غرارة,سوق الجمعة,عام,13.272029,32.865479,
14030,حليمة الساعدية,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,عقبة بن نافع,سوق الجمعة,عام,13.270336,32.890735,
15085,أبوشيبة,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,السوق,سيدي السائح,عام,13.270084,32.543009,
14104,أحفاد المختار,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.267656,32.855499,
15095,عمر المختار,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,العواتة,سوق الخميس,عام,13.267333,32.301942,
15071,عثمان بن عفان,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,بئر التوتة,قصر بن غشير,عام,13.267081,32.67594,
14097,عين زارة,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.264129,32.818494,
14028,فلسطين,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الجلاء,سوق الجمعة,عام,13.264118,32.903219,
14053,أسد بن الفرات,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,سيدي ابو غرارة,سوق الجمعة,عام,13.262694,32.878257,
14055,سيدي بو غرارة,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,سيدي ابو غرارة,سوق الجمعة,عام,13.261701,32.878811,
15091,وادي المجينين الثانوية,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,بريش,سوق الخميس,عام,13.261177,32.298399,
17033,الجعافرة الثانوية,الغربية,7,الجبل 1,الثامنة,8,32,غريان,أبو جعفر العربان,غريان,عام,13.260205,32.029521,
14056,النعيم,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,سيدي ابو غرارة,سوق الجمعة,عام,13.259712,32.877866,
14054,الفتح,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,سيدي ابو غرارة,سوق الجمعة,عام,13.259604,32.862119,
15089,الظهرة الكبيرة,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,اولاد زائد,سوق الخميس,عام,13.259233,32.508767,
14102,راية الإسلام,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.258689,32.846374,
15086,راية الإسلام,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,الغلالبة,سيدي السائح,عام,13.257255,32.529392,
14027,خليفة الحجاجي,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الجلاء,سوق الجمعة,عام,13.254992,32.905037,
14021,البناء,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الحارت,سوق الجمعة,عام,13.253936,32.870326,
14031,عبد الله الجطيلي,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,عقبة بن نافع,سوق الجمعة,عام,13.253927,32.889341,
14101,الزهور,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.253027,32.831746,
14064,الثورة العربية,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,سوق الجمعة,سوق الجمعة,عام,13.250771,32.874313,
14023,رسل الحضارة,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الحارت,سوق الجمعة,عام,13.250293,32.874781,
14029,المنصورة,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,عقبة بن نافع,سوق الجمعة,عام,13.249993,32.893282,
14037,الساحل,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الساحل,سوق الجمعة,عام,13.249951,32.904612,
14062,المجد الثانوية للبنات,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,المجد,سوق الجمعة,عام,13.248695,32.857141,
14060,الوطن العربي,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,المجد,سوق الجمعة,عام,13.247299,32.856219,
14063,المجد للتعليم الأساسي,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,المجد,سوق الجمعة,عام,13.247255,32.856773,
14050,جامع التركي,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الحشان,سوق الجمعة,عام,13.245166,32.875431,
14109,الخليل,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.242576,32.839282,
22017,مدرسة جمال عبدالناصر,الجنوبية,10,اوباري,السابعة,7,24,اوباري,تكركيبة,تكركيبة,عام,13.2422,26.559917,
14014,احمد كاره,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,عمر بن العاص,سوق الجمعة,عام,13.241162,32.895027,
14015,أم المؤمنين,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,عمر بن العاص,سوق الجمعة,عام,13.240753,32.890795,
14049,الربيع,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الحشان,سوق الجمعة,عام,13.238469,32.859933,
14013,عمرو بن العاص,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,عمر بن العاص,سوق الجمعة,عام,13.238425,32.893314,
14035,شهداء الشط,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الساحل,سوق الجمعة,عام,13.238398,32.903226,
14016,سوق الجمعة الثانوية,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,عمر بن العاص,سوق الجمعة,عام,13.238274,32.888063,
14047,أم القرى,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الحشان,سوق الجمعة,عام,13.237881,32.870819,
15093,الحي الصناعي,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,سيدي الجيلاني,سوق الخميس,عام,13.237603,32.413159,
14100,الوفاق,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.236527,32.832005,
14098,شهداء عين زارة,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.234024,32.818547,
14034,بشير الاسطى,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الساحل,سوق الجمعة,عام,13.233415,32.902121,
15073,أمل الشعوب,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,بئر التوتة,قصر بن غشير,عام,13.23338,32.701381,
15072,درع ليبيا,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,بئر التوتة,قصر بن غشير,عام,13.233264,32.748264,
14048,سعدون السويحلي,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الحشان,سوق الجمعة,عام,13.233017,32.875084,
15094,عمر بن عبدالعزيز,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,سيدي الجيلاني,سوق الخميس,عام,13.232336,32.482329,
14051,الأحرار,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الحشان,سوق الجمعة,عام,13.231307,32.879985,
14038,العروبة,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الجهاد,سوق الجمعة,عام,13.230705,32.886988,
14041,24ديسمبر,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الجهاد,سوق الجمعة,عام,13.230696,32.886128,
14040,ثورة التحدي,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الجهاد,سوق الجمعة,عام,13.229387,32.886781,
15090,سيدي بالريش,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,بريش,سوق الخميس,عام,13.22841,32.380841,
14043,أسماء بنت أبي بكر,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,قوز زناتة,سوق الجمعة,عام,13.227321,32.871421,
14036,الجهاد,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الساحل,سوق الجمعة,عام,13.225998,32.894882,
14046,جيل الوحدة,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,قوز زناتة,سوق الجمعة,عام,13.224966,32.868182,
14020,ثورة الحجارة,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,شهداء الهاني,سوق الجمعة,عام,13.224926,32.879555,
15079,نصر شنب,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,سوق السبت,قصر بن غشير,عام,13.22469722,32.61795278,
14039,باب تاجوراء,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,الجهاد,سوق الجمعة,عام,13.224538,32.891947,
14018,الجولان,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,شهداء الهاني,سوق الجمعة,عام,13.224361,32.879471,
14042,علي الجزيري,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,قوز زناتة,سوق الجمعة,عام,13.224313,32.867541,
14019,النجاح,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,شهداء الهاني,سوق الجمعة,عام,13.224054,32.878337,
15087,المجاهدين,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,الغلالبة,سيدي السائح,عام,13.222963,32.590833,
14099,علي بن ابي طالب,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.222712,32.812861,
14136,أوفياء 17 فبراير,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.222061,32.804675,
14017,شهداء الهاني,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,شهداء الهاني,سوق الجمعة,عام,13.219532,32.882247,
15088,شهداء الختنة,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,مسيحل,سوق الخميس,عام,13.21911,32.529462,
15063,المصير,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,العوانين,قصر بن غشير,عام,13.218179,32.690384,
14170,إبن الهيثم,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شهداء الشط,طرابلس المركز,عام,13.217485,32.886102,
14167,الصديق,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شهداء الشط,طرابلس المركز,عام,13.217389,32.887181,
14114,رجب النائب,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.215616,32.841197,
14044,جيل الثورة الجديد,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,قوز زناتة,سوق الجمعة,عام,13.214654,32.869969,
14111,ليبيا المجد,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.213606,32.855953,
14163,ام الثوار,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شهداء الشط,طرابلس المركز,عام,13.213265,32.896099,
14174,عبد الرحمن الكواكبي,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المنشية,طرابلس المركز,عام,13.213258,32.876154,
14172,وسعاية ابديري,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,فشلوم,طرابلس المركز,عام,13.212821,32.882812,
15060,شيخ الشهداء,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,سوق السبت,قصر بن غشير,عام,13.21256,32.599916,
14177,صلاح الدين,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المنشية,طرابلس المركز,عام,13.211829,32.878482,
14166,محمد محمود بن عثمان,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شهداء الشط,طرابلس المركز,عام,13.211578,32.890975,
14113,الإخلاص,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.211111,32.845629,
14110,الرازي للتعليم الثانوي,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.209299,32.862507,
22016,قراقرة الثانوية,الجنوبية,10,اوباري,السابعة,7,24,اوباري,قراقرة,قراقرة,عام,13.208547,26.554903,
14168,الإنتفاضة,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,فشلوم,طرابلس المركز,عام,13.205945,32.887373,
14045,بلال ابن رباح,الغربية,4,طرابلس,الحادية عشر,11,57,سوق الجمعة,قوز زناتة,سوق الجمعة,عام,13.205771,32.868233,
14165,شهداء الشط,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شهداء الشط,طرباس المركز,عام,13.205654,32.894938,
14171,الخوارزمي,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,فشلوم,طرابلس المركز,عام,13.204661,32.882681,
14112,ابن جبير,الغربية,4,طرابلس,الحادية عشر,11,62,عين زارة,عين زاره,عين زاره,عام,13.204361,32.850214,
14149,الجيل الثائر,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,باب بن غشير,ابو سليم/ طرابلس المركز,عام,13.202362,32.866983,
14162,علي سيالة,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شهداء الشط,طرابلس المركز,عام,13.202254,32.891257,
14150,ميمونة بنت الحارث,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,باب بن غشير,ابو سليم / طربلس المركز,عام,13.201801,32.865332,
14164,20 أغسطس,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شهداء الشط,طرابلس المركز,عام,13.200923,32.892429,
14176,شهيدة الواجب,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المنشية,طرابلس المركز,عام,13.200384,32.873219,
14173,التقدم,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المنشية,طرابلس المركز,عام,13.198975,32.880249,
14135,السيدة عائشة,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.198671,32.838734,
14141,ثانوية حي دمشق,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,حي 12 مارس,ابو سليم,عام,13.197984,32.850415,
15075,شهداء بن عون,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,ردود الزاوية,قصر بن غشير,عام,13.19782,32.754879,
14129,الفداء,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.197575,32.839126,
15064,الغزالي,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,العوانين,قصر بن غشير,عام,13.197468,32.716956,
14153,الكوت,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,الظهرة,طرابلس المركز,عام,13.195793,32.887927,
14169,ابن النفيس,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,فشلوم,طرابلس المركز,عام,13.195608,32.886275,
14140,النجم الساطع,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,حي 12 مارس,ابو سليم,عام,13.195271,32.857354,
14175,طلائع التقدم,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المنشية,طرباس المركز,عام,13.195108,32.878978,
14154,الظهرة الإبتدائية,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,الظهرة,طرابلس المركز,عام,13.194444,32.890963,
14188,الصفاء,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شارع الزاوية,طرابلس المركز,عام,13.193902,32.872868,
14191,باب بن غشير,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شهداء بو مليانة,طرابلس المركز,عام,13.193205,32.865361,
14151,براعم المستقبل,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,باب بن غشير,ابو سليم / طربلس المركز,عام,13.192538,32.866145,
15101,طلائع النصر,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,أبوعرقوب,اسبيعة,عام,13.192489,32.511254,
14186,الهدي الإسلامي,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,ميدان الشهداء,طرابلس المركز,عام,13.191189,32.875246,
14128,الحسين,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.190645,32.796563,
14152,الشعلة,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,الظهرة,طرباس المركز,عام,13.190127,32.890978,
14148,علي النجار,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,شارع الزاوية,ابو سليم,عام,13.189925,32.870618,
15065,الزبير بن العوام,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,العوانين,قصر بن غشير,عام,13.187223,32.687749,
15068,خلة القفر,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,ردود الزاوية,قصر بن غشير,عام,13.186071,32.763818,
14146,غزة,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,حي 12 مارس,ابو سليم,عام,13.186004,32.854127,
14185,23 يوليو,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,ميدان الشهداء,طرابلس المركز,عام,13.184672,32.883965,
14184,طرابلس الثانوية للبنات,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,ميدان الشهداء,طرابلس المركز,عام,13.184287,32.885599,
14138,السيدة زينب,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,حي 12 مارس,ابو سليم,عام,13.183784,32.851091,
14187,شهداء طريق السور,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شارع الزاوية,طرابلس المركز,عام,13.182885,32.874682,
14143,السلام,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,حي 12 مارس,ابو سليم,عام,13.181733,32.846176,
14142,الهضبة الثانوية,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,حي 12 مارس,ابو سليم,عام,13.181507,32.842764,
14147,عين جالوت,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,حي 12 مارس,ابو سليم,عام,13.18145278,32.84386667,
