14190,جمال عبد الناصر,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شهداء بو مليانة,طرابلس المركز,عام,13.180707,32.880269,
14183,علي عبدالله وريث,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,الحي الصناعي,طرابلس المركز,عام,13.180176,32.887525,
22014,الخرائق الابتداية والاعدادية,الجنوبية,10,اوباري,السابعة,7,24,اوباري,الخرائق,الخرائق,عام,13.180033,26.56015,
15074,التحرير للعلوم الاساسية,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,ردود الزاوية,قصر بن غشير,عام,13.178199,32.688609,
14145,ليبيا الحرة,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,حي 12 مارس,ابو سليم,عام,13.178132,32.854493,
14236,ذات النطاقين,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.178132,32.854493,
14179,المنار,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المنصورة,طرابلس المركز,عام,13.177521,32.877131,
15100,شهداء أبوعرقوب الثانوية,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,أبوعرقوب,اسبيعة,عام,13.176617,32.542274,
15059,عبدالقادر الجزائري,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,سوق السبت,قصر بن غشير,عام,13.176502,32.59384,
14189,السراج,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,شارع الزاوية,طرابلس المركز,عام,13.176466,32.880091,
14144,الإنتفاضة,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,حي 12 مارس,ابو سليم,عام,13.176379,32.864621,
14157,الحرية,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المدينة القديمة,طرابلس المركز,عام,13.176228,32.894189,
14155,أحمد قنابة,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المدينة القديمة,طرابلس المركز,عام,13.175908,32.894064,
14156,الخنساء,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المدينة القديمة,طرابلس المركز,عام,13.175738,32.899352,
14159,سكينة بن الحسين,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المسيرة الكبرى,طرابلس المركز,عام,13.175565,32.891334,
15077,ثانوية قصر بن غشير,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,ردود الزاوية,قصر بن غشير,عام,13.174915,32.683289,
14133,قتيبة بن مسلم,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.174912,32.812611,
14160,طرابلس المركزية للتعليم الأساسي,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المسيرة الكبرى,طرابلس المركز,عام,13.174458,32.890294,
15061,سوق السبت بنات,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,سوق السبت,قصر بن غشير,عام,13.174209,32.599335,
14158,ابومنجل,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المسيرة الكبرى,طرابلس المركز,عام,13.172443,32.887471,
14130,راية الاستقلال,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.172385,32.838605,
14161,النصر الثانوية,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المسيرة الكبرى,طرابلس المركز,عام,13.171807,32.884839,
14117,أحرار ليبيا,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,باب السلام (عكارة),ابو سليم,عام,13.171413,32.865201,
14139,التحرير,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,حي 12 مارس,ابو سليم,عام,13.171255,32.849013,
14180,صرخة الحرية,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المنصورة,طرابلس المركز,عام,13.171018,32.879341,
14178,طرابلس الثانوية بنين,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المنصورة,طرابلس المركز,عام,13.170008,32.884942,
15062,أبي القاسم للتعليم الأساسي,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,سوق السبت,قصر بن غشير,عام,13.169036,32.571113,
15078,فندق الشريف,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,المطار,قصر بن غشير,عام,13.168825,32.62654722,
14182,شارع الصريم,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المنصورة,طرابلس المركز,عام,13.168544,32.883236,
14134,المشروع الزراعي,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.168413,32.816566,
14120,معركة بدر,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,باب السلام (عكارة),ابو سليم,عام,13.168287,32.864553,
14121,عمر بن الخطاب,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,باب السلام (عكارة),ابو سليم,عام,13.167461,32.865132,
14118,شهداء الانتصار,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,باب السلام (عكارة),ابو سليم,عام,13.166901,32.860129,
14127,أزهار الربيع,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.166588,32.811954,
14181,المنصورة,الغربية,4,طرابلس,الحادية عشر,11,58,طرابلس المركز,المنصورة,طرابلس المركز,عام,13.165849,32.878762,
14126,عين شمس,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.164294,32.794227,
14137,الإشراقة,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,حي 12 مارس,ابو سليم,عام,13.163941,32.847316,
14115,الإنتصار,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,باب السلام (عكارة),ابو سليم,عام,13.160416,32.854851,
15097,خالد بن الوليد,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,أولاد أبوعائشة,اسبيعة,عام,13.160076,32.339002,
14119,الحرة,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,باب السلام (عكارة),ابو سليم,عام,13.159617,32.855091,
14116,تاقرفت,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,باب السلام (عكارة),ابو سليم,عام,13.157889,32.854947,
14122,جيل الوحدة,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.156407,32.841561,
14131,الخلود,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.155819,32.840916,
14202,شهداء بدر,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الشارع الغربي,حي الاندلس,عام,13.154654,32.870994,
15069,ردود الزاوية,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,ردود الزاوية,قصر بن غشير,عام,13.154113,32.698895,
14208,أم أيمن,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الشارع الغربي,حي الاندلس,عام,13.153966,32.871444,
15067,عبدالله بن الزبير,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,ردود الزاوية,قصر بن غشير,عام,13.152937,32.717544,
22015,تويوة الابندائية والاعدادية,الجنوبية,10,اوباري,السابعة,7,24,اوباري,تويوة,تويوة,عام,13.149625,26.558306,
14201,موسى بن نصير,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الشارع الغربي,حي الاندلس,عام,13.149443,32.875753,
14204,شموع العلم,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الشارع الغربي,حي الاندلس,عام,13.142774,32.865951,
15099,القادسية,الغربية,5,العزيزية,التانية عشر,12,68,امسيحل - السائح - السبيعة,بن عطية,اسبيعة,عام,13.142628,32.499115,
14206,فتح الفتوح,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الشارع الغربي,حي الاندلس,عام,13.142519,32.864202,
14125,أبي سليم,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.142409,32.793724,
14132,الحرية الثانوية,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.141778,32.793511,
14203,الاتحاد,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الشارع الغربي,حي الاندلس,عام,13.141458,32.861292,
15058,السدرة,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,المطار,قصر بن غشير,عام,13.139916,32.644143,
14199,فجر السلام,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,قرقارش,حي الاندلس,عام,13.138564,32.870385,
14194,النساء الخالدات,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,قرقارش,حي الاندلس,عام,13.138233,32.871323,
14238,النور,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.136183,32.853579,
15066,إبن سيناء,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,ردود الزاوية,قصر بن غشير,عام,13.133666,32.696071,
14227,بدرالكبرى,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.131244,32.853615,
14123,التقدم,الغربية,4,طرابلس,الحادية عشر,11,61,أبوسليم,ابو سليم الجنوبي,ابو سليم,عام,13.130147,32.800278,
14240,عمر بن عبدالعزيز,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.129501,32.848186,
14228,ابو بكر الصديق,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.128685,32.848135,
14235,الاستقلال,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.127856,32.851435,
14239,القدس,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.126886,32.857826,
14234,شهداء الواجب,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.126638,32.843641,
15070,خويلد الجديدة,الغربية,5,العزيزية,التانية عشر,12,67,قصر بن غشير,ردود الزاوية,قصر بن غشير,عام,13.126583,32.713079,
14233,العهد الجديد,الغربية,4,طرابلس,الحادية عشر,11,59,حي الاندلس,الحي الصناعي,حي الاندلس,عام,13.126416,32.851895,
